Customer ID,Initial Device Inquiry,Initial Issue Category,Secondary Devices Owned,Probing Question/Statement Used,HomeTech Protection Offer Presented,HomeTech Protection Offer Accepted
1862,Phone,Slow Performance,Fitness Tracker,Are you worried about accidental damage to your laptop or desktop? We can protect those under HomeTech Protection.,True,True
1863,Phone,Connectivity Issue,"Smart Headphones, Laptop, Desktop, Fitness Tracker, Smart Speaker, Smart Thermostat, Gaming System, Smart TV","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1864,Tablet,Network Issue,"Laptop, Fitness Tracker, Smart Headphones, Smart TV, Gaming System, Smart Thermostat, Sound Bar, Desktop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1865,Phone,Software Issue,"Smart Headphones, Smart Speaker, Desktop, Smart TV, Printer",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
1866,Phone,Connectivity Issue,"Laptop, Printer, Sound Bar",We can protect your phone and your smart speakers or sound bars at home under one plan. It's a really convenient way to go. What other devices do you have?,True,False
1867,Smart Watch,Connectivity Issue,"Fitness Tracker, Laptop, Smart TV, Smart Speaker, Desktop, Gaming System","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,True
1868,Tablet,Warranty Claim,"Desktop, Smart Thermostat, Gaming System",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
1869,Phone,Connectivity Issue,"Smart Speaker, Laptop, Printer, Sound Bar, Desktop, Smart Security Camera, Smart Thermostat, Smart TV, Fitness Tracker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1870,Tablet,Phone Setup/Restore,"Smart Headphones, Smart Security Camera, Smart TV, Smart Thermostat",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1871,Tablet,Warranty Claim,"Smart Headphones, Laptop","With so many smart devices in a home these days, it makes sense to have one plan to cover them all. Have you considered HomeTech Protection?",False,False
1872,Tablet,Battery Problem,"Smart TV, Printer, Desktop, Smart Headphones, Sound Bar",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1873,Tablet,Warranty Claim,"Smart Headphones, Smart Security Camera, Fitness Tracker, Gaming System, Desktop, Smart TV, Smart Speaker, Smart Thermostat, Printer",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1874,Smart Watch,Phone Setup/Restore,"Smart Security Camera, Smart Thermostat, Sound Bar, Gaming System, Desktop, Smart Headphones","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
1875,Smart Watch,Cracked Screen,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,False
1876,Tablet,Phone Setup/Restore,"Printer, Sound Bar, Fitness Tracker, Smart Thermostat, Desktop, Smart Security Camera, Smart Speaker, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1877,Tablet,Network Issue,"Gaming System, Printer, Smart TV, Smart Speaker, Fitness Tracker, Smart Security Camera, Smart Headphones, Sound Bar, Laptop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1878,Tablet,App Issue,"Desktop, Laptop, Smart Headphones, Gaming System, Smart Speaker, Sound Bar, Smart Security Camera, Fitness Tracker, Smart TV, Smart Thermostat, Printer","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1879,Tablet,Other,"Fitness Tracker, Desktop, Smart TV, Smart Security Camera, Smart Speaker, Laptop, Gaming System, Sound Bar, Printer, Smart Thermostat, Smart Headphones","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1880,Smart Watch,Network Issue,"Smart Speaker, Fitness Tracker, Laptop, Smart Headphones, Smart Thermostat, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
1881,Smart Watch,Other,"Gaming System, Smart Speaker, Printer, Fitness Tracker, Sound Bar, Smart Security Camera, Smart TV, Desktop, Smart Thermostat, Laptop, Smart Headphones","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,True
1882,Smart Watch,Other,Desktop,"With so many smart devices in a home these days, it makes sense to have one plan to cover them all. Have you considered HomeTech Protection?",False,False
1883,Tablet,Slow Performance,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,True
1884,Phone,App Issue,Gaming System,Are you worried about accidental damage to your laptop or desktop? We can protect those under HomeTech Protection.,True,False
1885,Tablet,Network Issue,"Smart Headphones, Smart TV, Laptop, Printer, Sound Bar, Smart Security Camera, Desktop, Smart Speaker",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
1886,Phone,Other,"Smart Thermostat, Laptop","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
1887,Tablet,Connectivity Issue,"Smart Thermostat, Printer","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
1888,Phone,Battery Problem,"Smart TV, Smart Thermostat, Printer, Sound Bar, Smart Security Camera, Gaming System, Smart Headphones, Smart Speaker, Desktop, Laptop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
1889,Smart Watch,Connectivity Issue,"Gaming System, Smart TV, Smart Speaker, Smart Thermostat, Printer, Smart Headphones, Fitness Tracker, Smart Security Camera",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
1890,Smart Watch,Battery Problem,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",False,False
1891,Tablet,Network Issue,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,False
1892,Smart Watch,Software Issue,"Smart Speaker, Desktop, Gaming System",Protecting all your devices can save you a lot of money in the long run. Would you like to explore HomeTech Protection?,True,False
1893,Tablet,Slow Performance,Smart Headphones,Are you aware we offer comprehensive coverage for multiple devices in your home with HomeTech Protection?,False,False
1894,Tablet,Phone Setup/Restore,"Smart Headphones, Printer, Smart Thermostat, Fitness Tracker","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
1895,Smart Watch,Connectivity Issue,"Desktop, Laptop, Smart Thermostat, Sound Bar, Smart Security Camera, Printer","With a desktop and printer, you've got a home office setup. HomeTech Protection can cover all your work-from-home tech. It's a great way to safeguard your productivity. Have you heard about it?",True,True
1896,Tablet,App Issue,"Smart Headphones, Desktop","Besides yourself, what would be your most important piece of technology in your home?",True,True
1897,Smart Watch,Battery Problem,"Smart TV, Fitness Tracker, Sound Bar, Smart Headphones, Smart Speaker, Printer, Laptop, Gaming System, Desktop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
1898,Smart Watch,Other,"Smart Thermostat, Smart Security Camera",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
1899,Phone,Cracked Screen,"Desktop, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
1900,Smart Watch,Network Issue,"Laptop, Fitness Tracker, Smart Headphones, Desktop, Sound Bar, Printer, Smart Security Camera, Smart TV, Smart Speaker, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
1901,Phone,Other,"Laptop, Smart TV, Desktop, Printer, Smart Headphones, Fitness Tracker, Gaming System, Smart Speaker, Smart Security Camera","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
1902,Tablet,Battery Problem,"Sound Bar, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
1903,Smart Watch,Phone Setup/Restore,"Fitness Tracker, Smart Thermostat, Smart Speaker, Smart Headphones, Laptop, Smart TV, Gaming System, Sound Bar, Desktop, Smart Security Camera","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
